artist,name
krisiun,southern storm
krisiun,assassination
krisiun,bloodshed new rare tracks
krisiun,ageless venomous
krisiun,conquerors of armagedon
aeon,aeons black
aeon,path of fire
aeon,rise to dominate
aeon,bleeding the false
decrepit birth,polarity
decrepit birth,diminishing between worlds
decrepit birth,and time begins
indian,from all purity
indian,slights and abuse the sycophant
indian,the unquiet sky
coffinworm,iviviii
coffinworm,great bringer of night
coffinworm,when all became none
tombs,savage gold
tombs,path of totality
tombs,fear is the weapon
tombs,winter hours
samothrace,reverence to stone
dragged into sunlight,nv
dragged into sunlight,widowmaker
dragged into sunlight,hatred for mankind
burning witch,crippled lucifer
khanate,clean hands go foul
khanate,capture release
lord mantis,death mask
lord mantis,pervertor
lord mantis,spawning the nephilim
lesbian,stratospheria cubensis
lesbian,power hör
unearthly trance,v
unearthly trance,electrocution
unearthly trance,the trident
unearthly trance,in the red
unearthly trance,season of séance science of silence
unearthly trance,season of seance science of silence
batillus,concrete sustain
batillus,furnace
teeth of lions rule the divine,rampton
bongripper,satan worshipping doom
bongripper,hate ashbury
bongripper,hippie killer
witch,paralyzed
witch,witch
melvins,the bulls the bees electroretard
melvins,bulls the bees electroretard
melvins,hold it in
melvins,everybody loves sausages
melvins,tres cabrones
melvins,the bride screamed murder
melvins,chicken switch
melvins,nude with boots
melvins,a senile animal
red fang,teamrockcom presents an absolute music bunker session with red fang
red fang,red fang
early man,thank god youve got the answers for us all
early man,death potion
early man,closing in
the sword,the sword
king buzzo,this machine kills artists
children,hard times hanging at the end of the world
nick oliveri  mondo generator,dead planet sonic slow motion trails
nick oliveri  mondo generator,dead planet sonicslowmotiontrails
west end motel,only time can tell
west end motel,dont shiver youre a winner
brent hinds presents,fiend without a face west end motel dont shiver youre a winner
doomriders,grand blood
doomriders,darkness come alive
doomriders,black thunder
kylesa,exhausting fire
kylesa,ultraviolet
kylesa,from the vaults vol 1
kylesa,spiral shadow
kylesa,static tensions
kylesa,time will fuse its worth
kylesa,to walk a middle course
kylesa,kylesa
helms alee,helms alee young widows split
helms alee,sleepwalking sailors
helms alee,weatherhead
helms alee,night terror
toadliquor,the hortators lament
sea of bones,the earth wants us dead
gnaw,horrible chamber
gnaw,this face
hyatari,they will surface
hyatari,the light carriers
khlyst,chaos is my name
thorrs hammer,dommedagsnatt
wolvserpent,perigaea antahkarana
black boned angel,the witch must be killed
wucan,sow the wind
death alley,black magick boogieland
slow season,mountains
witchrider,unmountable stairs
fogg,high testament
fogg,key 2 the door
fogg,fogg
black lung,black lung
wolvespirit,free
wolvespirit,dreamcatcher
graveyard,the sea grave
vidunder,oracles and prophets
vidunder,vidunder
lunasol,blood moon
hjortene,hjortene
hjortene,brøl stød løb
ape machine,coalition of the unwilling
ape machine,mangled by the machine
ape machine,war to head
ape machine,this house has been condemned
the heavy eyes,he dreams of lions
the heavy eyes,maera
the heavy eyes,heavy eyes
jeremy irons  the ratgang malibus,spirit knife
jeremy irons  the ratgang malibus,bloom
jeremy irons  the ratgang malibus,iaoa
jeremy irons  the ratgang malibus,elefanta
tobacco,ultima ii massage
tobacco,maniac meat
tobacco,the allegheny white fish tapes
tobacco,fucked up friends
the octopus project,kumiko the treasure hunter original soundtrack recording
the octopus project,fever forms
the octopus project,hexadecagon
the octopus project,hello avalanche
the octopus project,the house of apples eyeballs
the octopus project,one ten hundred thousand million
the octopus project,identification parade
animal collective,painting with
animal collective,spotify sessions
animal collective,centipede hz
animal collective,honeycomb gotham
animal collective,transverse temporal gyrus
animal collective,fall be kind
animal collective,merriweather post pavilion
animal collective,water curses
dan deacon,gliss riffer
dan deacon,america
dan deacon,bromst
dan deacon,spiderman of the rings
dan deacon,meetle mice
dan deacon,silly hat vs egale hat
avey tare,down there
avey tare,pullhair rubeye
avey tare,split series 16
atlas sound,parallax
atlas sound,logos
atlas sound,another bedroom ep
atlas sound,let the blind lead those who can see but cannot feel
panda bear,panda bear meets the grim reaper
panda bear,tomboy
panda bear,tom boy
panda bear,person pitch
panda bear,young prayer
caribou,our love expanded edition
caribou,our love
caribou,swim remixes
caribou,swim deluxe edition
caribou,swim + swim remixes
the books,music for a french elevator and other oddities
the books,the way out
bear in heaven,time is over one day old
bear in heaven,spotify sessions
bear in heaven,i love you its cool
bear in heaven,beast rest forth mouth
bear in heaven,beast rest forth mouth remixed
bear in heaven,red bloom of the boom
high places,original colors
high places,high places vs mankind
high places,high places
high places,03070907
broadcast,berberian sound studio
broadcast,tender buttons
broadcast,haha sound
broadcast,the noise made by people
deerhunter,fading frontier
deerhunter,monomania
deerhunter,halcyon digest
deerhunter,weird era cont
deerhunter,microcastle
deerhunter,cryptograms
ariel pinks haunted graffiti,mature themes
ariel pinks haunted graffiti,before today
ariel pinks haunted graffiti,scared famous
ariel pinks haunted graffiti,lover boy
ariel pinks haunted graffiti,house arrest
ariel pinks haunted graffiti,the doldrums
ariel pinks haunted graffiti,worn copy
toro y moi,what for
toro y moi,anything in return
toro y moi,june 2009
toro y moi,freaking out ep
toro y moi,underneath the pine
toro y moi,causers of this
toro y moi,left alone at night ep
neon indian,vega intl night school
neon indian,era extraña
neon indian,era extrana
neon indian,mind ctrl psychic chasms possessed
neon indian,psychic chasms
health,death magic
health,max payne 3 official soundtrack
health,disco2
health,disco 2
health,get color
health,healthdisco
health,health
battles,la di da di
battles,dross glop
battles,gloss drop
battles,mirrored
battles,ep cb ep
battles,ep c
gang gang dance,eye contact
gang gang dance,saint dymphna
gang gang dance,gods money
gang gang dance,hillulah
dirty projectors,swing lo magellan
dirty projectors,bitte orca
dirty projectors,bitte orca expanded edition
dirty projectors,rise above
dirty projectors,new attitude
dirty projectors,the getty address
dirty projectors,slaves graves and ballads
dirty projectors,the glad fact
dirty projectors,morning better last
gama bomb,untouchable glory
gama bomb,the terror tapes
gama bomb,tales from the grave in space
gama bomb,citizen brain
bonded by blood,the aftermath
bonded by blood,exiled to earth
bonded by blood,feed the beast
fueled by fire,trapped in perdition
fueled by fire,plunging into darkness
fueled by fire,spread the fire
evile,skull
evile,five serpents teeth
evile,infected nations redux
evile,enter the grave
evile,infected nations
mantic ritual,executioner
lazarus ad,black rivers flow
lazarus ad,the onslaught
onslaught,killing peace
onslaught,vi
onslaught,power from hell
onslaught,sounds of violence
onslaught,the shadow of death
onslaught,in search of sanity
hexen,being and nothingness
hexen,state of insurgency
suicidal angels,divide and conquer
suicidal angels,eternal domination
suicidal angels,bloodbath
suicidal angels,dead again
suicidal angels,sanctify the darkness
havok,burn
havok,unnatural selection
havok,point of no return
havok,time is up
nuclear assault,game over
nuclear assault,handle with care
nuclear assault,out of order
nuclear assault,survive
nuclear assault,the plague ep
nuclear assault,the plague
nuclear assault,third world genocide
nuclear assault,alive again
nuclear assault,assault battery
nuclear assault,something wicked
forbidden,omega wave
forbidden,green
forbidden,twisted into form
forbidden,forbidden evil
death angel,the dream calls for blood
death angel,relentless retribution
death angel,killing season
heathen,the evolution of chaos
heathen,recovered
heathen,heathen
heathen,victims of deception
heathen,breaking the silence
merciless death,taken beyond
merciless death,realm of terror
merciless death,evil in the night
hirax,immortal legacy
hirax,noise chaos war
hirax,barrage of noise
hirax,el rostro de la muerte
hirax,thrash and destroy
hirax,thrash and destroy main concert dittigheim germany
hirax,the new age of terror
hirax,not dead yet
hirax,hate fear and power
hirax,raging violence
dekapitator,the storm before the calm
lich king,doover
lich king,born of the bomb
lich king,world gone dead
lich king,toxic zombie onslaught
lich king,necromantic maelstrom
rumpelstiltskin grinder,ghostmaker
rumpelstiltskin grinder,living for death destroying the rest
rumpelstiltskin grinder,buried in the front yard
wight,through the woods into deep water
wight,wight weedy wight
kings destroy,kings destroy
kings destroy,a time of hunting
kings destroy,and the rest will surely perish
black land,extreme heavy psych
xii boar,pitworthy
sigiriya,darkness died today
sigiriya,return to earth
obiat,eye tree pi
rainbows are free,waves ahead of the ocean
rainbows are free,believers in medicine
eggnogg,moments in vacuum
alunah,awakening the forest
alunah,white hoarhound
alunah,call of avernus
stonebride,heavy envelope
stonebride,summon the waves
iron age,the sleeping eye
iron age,constant struggle
living hell,oblivion
living hell,the lost and the damned
100 demons,100 demons
100 demons,in the eyes of the lord
the banner,greying
the banner,frailty
the banner,each breath haunted
the banner,your murder mixtape
blacklisted,when people grow people go
blacklisted,so you are a magician
blacklisted,no one deserves to be here more than me
blacklisted,the beat goes on
blacklisted,were unstoppable
lewd acts,black eye blues
lewd acts,split
no warning,suffer survive
no warning,ill blood
no warning,no warning
cursed,iii
cursed,one
cursed,ii
minus,the infamous
minus,minus
minus,eatworkprayeatworkplay
minus,the great white hype
minus,the great northern whalekill
minus,double or nothing
minus,the crimson album
minus,halldor laxness
minus,dark lit
minus,jesus christ bobby
cruel hand,the negatives
cruel hand,lock key
cruel hand,lock and key
cruel hand,prying eyes
cruel hand,without a pulse
the mongoloids,mongolife
the mongoloids,mongo life
the mongoloids,assorted music
the mongoloids,time trials
the hope conspiracy,death knows your name
the hope conspiracy,endnote
the hope conspiracy,cold blue
colin of arabia,pain machines
colin of arabia,split palehorse colin of arabia
sabertooth zombie,and your fathers are dead in the ground
sabertooth zombie,midnight sessions
sabertooth zombie,mere bears the riot cops bathed on zion
sabertooth zombie,dent face
sabertooth zombie,midnight venom
hour of the wolf,decompositions vol ii
hour of the wolf,decompositions vol i
hour of the wolf,obsolete ep
hour of the wolf,split
hour of the wolf,waste makes waste
